{'Coin': 'ETH', 'Profit': 1.0090921527173238, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 156.2022, 'bid': 159.3578}, 'Bid': {'ask': 160.82, 'bid': 160.82}}
{'Coin': 'ZEC', 'Profit': 1.009826789838337, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.8357, 'bid': 60.024300000000004}, 'Bid': {'ask': 60.62, 'bid': 60.62}}
{'Coin': 'ZRX', 'Profit': 1.0099142205184373, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.265814505, 'bid': 0.271184495}, 'Bid': {'ask': 0.2739, 'bid': 0.2739}}
{'Coin': 'ETH', 'Profit': 1.0097180716964889, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 157.86045000000001, 'bid': 161.04955}, 'Bid': {'ask': 162.63, 'bid': 162.63}}
{'Coin': 'XRP', 'Profit': 1.009160343121082, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.2943765, 'bid': 0.3003235}, 'Bid': {'ask': 0.3031, 'bid': 0.3031}}
{'Coin': 'BTC', 'Profit': 1.0101020366117144, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5416.01775, 'bid': 5525.432250000001}, 'Bid': {'ask': 5581.82, 'bid': 5581.82}}
{'Coin': 'LTC', 'Profit': 1.011454909819639, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 72.5274, 'bid': 73.99260000000001}, 'Bid': {'ask': 74.85, 'bid': 74.85}}
{'Coin': 'ETC', 'Profit': 1.0092777921072993, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.647455, 'bid': 5.761545000000001}, 'Bid': {'ask': 5.8155, 'bid': 5.8155}}
{'Coin': 'ZEC', 'Profit': 1.0092913841574334, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.721849999999996, 'bid': 59.90815}, 'Bid': {'ask': 60.47, 'bid': 60.47}}
{'Coin': 'ZRX', 'Profit': 1.0095215041986125, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.26591994, 'bid': 0.27129206}, 'Bid': {'ask': 0.2739, 'bid': 0.2739}}
{'Coin': 'ETH', 'Profit': 1.007440641381437, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 157.7565, 'bid': 160.9435}, 'Bid': {'ask': 162.15, 'bid': 162.15}}
{'Coin': 'XRP', 'Profit': 1.0089206066012488, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.29402999999999996, 'bid': 0.29997}, 'Bid': {'ask': 0.30267, 'bid': 0.30267}}
{'Coin': 'BTC', 'Profit': 1.0079789464417888, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5412.52305, 'bid': 5521.86695}, 'Bid': {'ask': 5566.28, 'bid': 5566.28}}
{'Coin': 'LTC', 'Profit': 1.0088538739462065, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 72.60164999999999, 'bid': 74.06835}, 'Bid': {'ask': 74.73, 'bid': 74.73}}
{'Coin': 'ETC', 'Profit': 1.0101582931865107, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.63904, 'bid': 5.75296}, 'Bid': {'ask': 5.812, 'bid': 5.812}}
{'Coin': 'ZEC', 'Profit': 1.0057970049916807, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.568400000000004, 'bid': 59.751599999999996}, 'Bid': {'ask': 60.1, 'bid': 60.1}}
{'Coin': 'ZRX', 'Profit': 1.007135643745428, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.266073885, 'bid': 0.27144911499999996}, 'Bid': {'ask': 0.2734, 'bid': 0.2734}}
{'Coin': 'ETH', 'Profit': 1.0121820978160567, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 157.3902, 'bid': 160.5698}, 'Bid': {'ask': 162.55, 'bid': 162.55}}
{'Coin': 'XRP', 'Profit': 1.0124193123435647, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.293931, 'bid': 0.299869}, 'Bid': {'ask': 0.30364, 'bid': 0.30364}}
{'Coin': 'BTC', 'Profit': 1.0118358319966305, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5404.429800000001, 'bid': 5513.6102}, 'Bid': {'ask': 5579.65, 'bid': 5579.65}}
{'Coin': 'LTC', 'Profit': 1.0129974626068374, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 72.44324999999999, 'bid': 73.90675}, 'Bid': {'ask': 74.88, 'bid': 74.88}}
{'Coin': 'ETC', 'Profit': 1.012116788321168, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.638050000000001, 'bid': 5.75195}, 'Bid': {'ask': 5.8225, 'bid': 5.8225}}
{'Coin': 'ZEC', 'Profit': 1.010149625935162, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.3605, 'bid': 59.539500000000004}, 'Bid': {'ask': 60.15, 'bid': 60.15}}
{'Coin': 'ZRX', 'Profit': 1.0063649542961608, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.26637781499999996, 'bid': 0.271759185}, 'Bid': {'ask': 0.2735, 'bid': 0.2735}}
{'Coin': 'ETH', 'Profit': 1.0118512599877072, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 157.5882, 'bid': 160.7718}, 'Bid': {'ask': 162.7, 'bid': 162.7}}
{'Coin': 'XRP', 'Profit': 1.0096048642235698, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.29457449999999996, 'bid': 0.3005255}, 'Bid': {'ask': 0.30344, 'bid': 0.30344}}
{'Coin': 'BTC', 'Profit': 1.0108242290077705, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5409.18675, 'bid': 5518.46325}, 'Bid': {'ask': 5578.85, 'bid': 5578.85}}
{'Coin': 'LTC', 'Profit': 1.0133677823709828, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 72.52244999999999, 'bid': 73.98755}, 'Bid': {'ask': 74.99, 'bid': 74.99}}
{'Coin': 'ETC', 'Profit': 1.0111196950968273, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.64597, 'bid': 5.76003}, 'Bid': {'ask': 5.8248, 'bid': 5.8248}}
{'Coin': 'ZEC', 'Profit': 1.0088902743142145, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.434749999999994, 'bid': 59.615249999999996}, 'Bid': {'ask': 60.15, 'bid': 60.15}}
{'Coin': 'ZRX', 'Profit': 1.0098742529154519, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.266310495, 'bid': 0.27169050499999997}, 'Bid': {'ask': 0.2744, 'bid': 0.2744}}
{'Coin': 'ETH', 'Profit': 1.0133243491577337, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 157.8852, 'bid': 161.07479999999998}, 'Bid': {'ask': 163.25, 'bid': 163.25}}
{'Coin': 'XRP', 'Profit': 1.0106909953231014, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.294426, 'bid': 0.300374}, 'Bid': {'ask': 0.30362, 'bid': 0.30362}}
{'Coin': 'BTC', 'Profit': 1.012487556583341, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5412.1518, 'bid': 5521.4882}, 'Bid': {'ask': 5591.31, 'bid': 5591.31}}
{'Coin': 'LTC', 'Profit': 1.0139645088395588, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 72.71055, 'bid': 74.17944999999999}, 'Bid': {'ask': 75.23, 'bid': 75.23}}
{'Coin': 'ETC', 'Profit': 1.0117757538334875, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.647455, 'bid': 5.761545000000001}, 'Bid': {'ask': 5.8302, 'bid': 5.8302}}
{'Coin': 'ZEC', 'Profit': 1.0114627087812138, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.59315, 'bid': 59.77685}, 'Bid': {'ask': 60.47, 'bid': 60.47}}
{'Coin': 'ZRX', 'Profit': 1.0091494525547446, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.26611695, 'bid': 0.27149305}, 'Bid': {'ask': 0.274, 'bid': 0.274}}
{'Coin': 'ETH', 'Profit': 1.0112530629747611, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 158.20695, 'bid': 161.40305}, 'Bid': {'ask': 163.24, 'bid': 163.24}}
{'Coin': 'XRP', 'Profit': 1.0097484173041413, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.2943765, 'bid': 0.3003235}, 'Bid': {'ask': 0.30328, 'bid': 0.30328}}
{'Coin': 'BTC', 'Profit': 1.0116838055001536, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5420.596500000001, 'bid': 5530.1035}, 'Bid': {'ask': 5595.48, 'bid': 5595.48}}
{'Coin': 'LTC', 'Profit': 1.0072557394554191, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 72.9036, 'bid': 74.3764}, 'Bid': {'ask': 74.92, 'bid': 74.92}}
{'Coin': 'ETC', 'Profit': 1.0112318032955538, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.652405, 'bid': 5.766595000000001}, 'Bid': {'ask': 5.8321, 'bid': 5.8321}}
{'Coin': 'ZEC', 'Profit': 1.010610541969597, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.69215, 'bid': 59.877849999999995}, 'Bid': {'ask': 60.52, 'bid': 60.52}}
{'Coin': 'ZRX', 'Profit': 1.0072187637161667, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.26605161, 'bid': 0.27142639}, 'Bid': {'ask': 0.2734, 'bid': 0.2734}}
{'Coin': 'ETH', 'Profit': 1.0067764814246238, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 158.54355, 'bid': 161.74645}, 'Bid': {'ask': 162.85, 'bid': 162.85}}
{'Coin': 'XRP', 'Profit': 1.0078005874781344, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.29467350000000003, 'bid': 0.3006265}, 'Bid': {'ask': 0.30299, 'bid': 0.30299}}
{'Coin': 'BTC', 'Profit': 1.0085160166334142, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5436.104850000001, 'bid': 5545.92515}, 'Bid': {'ask': 5593.56, 'bid': 5593.56}}
{'Coin': 'LTC', 'Profit': 1.0081610962566845, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 72.72045, 'bid': 74.18955}, 'Bid': {'ask': 74.8, 'bid': 74.8}}
{'Coin': 'ETC', 'Profit': 1.0082306715624036, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.66577, 'bid': 5.7802299999999995}, 'Bid': {'ask': 5.8282, 'bid': 5.8282}}
{'Coin': 'ZEC', 'Profit': 1.0057185430463575, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.865399999999994, 'bid': 60.0546}, 'Bid': {'ask': 60.4, 'bid': 60.4}}
{'Coin': 'ZRX', 'Profit': 1.0065957586837295, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.26631594000000003, 'bid': 0.27169606}, 'Bid': {'ask': 0.2735, 'bid': 0.2735}}
{'Coin': 'ETH', 'Profit': 1.0054151024678444, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 158.4099, 'bid': 161.6101}, 'Bid': {'ask': 162.49, 'bid': 162.49}}
{'Coin': 'XRP', 'Profit': 1.0065683291440668, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.294426, 'bid': 0.300374}, 'Bid': {'ask': 0.30236, 'bid': 0.30236}}
{'Coin': 'BTC', 'Profit': 1.0072739114921114, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5426.927549999999, 'bid': 5536.56245}, 'Bid': {'ask': 5577.13, 'bid': 5577.13}}
{'Coin': 'LTC', 'Profit': 1.006711548767417, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 72.67095, 'bid': 74.13905}, 'Bid': {'ask': 74.64, 'bid': 74.64}}
{'Coin': 'ETC', 'Profit': 1.007558119540546, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.657355, 'bid': 5.771645}, 'Bid': {'ask': 5.8156, 'bid': 5.8156}}
{'Coin': 'ZEC', 'Profit': 1.0073071192052978, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.771350000000005, 'bid': 59.958650000000006}, 'Bid': {'ask': 60.4, 'bid': 60.4}}
{'Coin': 'ZRX', 'Profit': 1.00686718464351, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.266243175, 'bid': 0.27162182500000004}, 'Bid': {'ask': 0.2735, 'bid': 0.2735}}
{'Coin': 'ETH', 'Profit': 1.009206720413564, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 157.8357, 'bid': 160.994}, 'Bid': {'ask': 162.49, 'bid': 162.49}}
{'Coin': 'XRP', 'Profit': 1.0081222895355382, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.29368350000000004, 'bid': 0.2996165}, 'Bid': {'ask': 0.30207, 'bid': 0.30207}}
{'Coin': 'BTC', 'Profit': 1.009552854198405, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5423.80905, 'bid': 5526.19985}, 'Bid': {'ask': 5579.5, 'bid': 5579.5}}
{'Coin': 'LTC', 'Profit': 1.0091626441405201, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 72.4086, 'bid': 73.89665000000001}, 'Bid': {'ask': 74.58, 'bid': 74.58}}
{'Coin': 'ETC', 'Profit': 1.008996265895755, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.638545, 'bid': 5.75902}, 'Bid': {'ask': 5.8113, 'bid': 5.8113}}
{'Coin': 'ZEC', 'Profit': 1.0075987387985397, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.6179, 'bid': 59.8021}, 'Bid': {'ask': 60.26, 'bid': 60.26}}
{'Coin': 'ZRX', 'Profit': 1.0078033272394882, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.26599221, 'bid': 0.27136579}, 'Bid': {'ask': 0.2735, 'bid': 0.2735}}
{'Coin': 'ETH', 'Profit': 1.0103291131460883, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 157.84065, 'bid': 161.02935}, 'Bid': {'ask': 162.71, 'bid': 162.71}}
{'Coin': 'XRP', 'Profit': 1.0090143594494443, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.29358449999999997, 'bid': 0.2995155}, 'Bid': {'ask': 0.30224, 'bid': 0.30224}}
{'Coin': 'BTC', 'Profit': 1.0107055724210925, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5431.48155, 'bid': 5533.380950000001}, 'Bid': {'ask': 5593.26, 'bid': 5593.26}}
{'Coin': 'LTC', 'Profit': 1.0093683787045729, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 72.42345, 'bid': 73.8714}, 'Bid': {'ask': 74.57, 'bid': 74.57}}
{'Coin': 'ETC', 'Profit': 1.0095502913823038, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.647455, 'bid': 5.761545000000001}, 'Bid': {'ask': 5.8171, 'bid': 5.8171}}
{'Coin': 'ZEC', 'Profit': 1.0102133642077407, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.657500000000006, 'bid': 59.8425}, 'Bid': {'ask': 60.46, 'bid': 60.46}}
{'Coin': 'ZRX', 'Profit': 1.0078033272394882, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.265676895, 'bid': 0.27136579}, 'Bid': {'ask': 0.2735, 'bid': 0.2735}}
{'Coin': 'ETH', 'Profit': 1.009899489764554, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 157.87035, 'bid': 161.05965}, 'Bid': {'ask': 162.67, 'bid': 162.67}}
{'Coin': 'XRP', 'Profit': 1.0108264599142196, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.2938815, 'bid': 0.2998185}, 'Bid': {'ask': 0.3031, 'bid': 0.3031}}
{'Coin': 'BTC', 'Profit': 1.0098211146838156, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5433.2586, 'bid': 5543.0214000000005}, 'Bid': {'ask': 5598.0, 'bid': 5598.0}}
{'Coin': 'LTC', 'Profit': 1.009524414715719, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 72.57195, 'bid': 74.03805000000001}, 'Bid': {'ask': 74.75, 'bid': 74.75}}
{'Coin': 'ETC', 'Profit': 1.0100879377565568, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.649435, 'bid': 5.763565}, 'Bid': {'ask': 5.8223, 'bid': 5.8223}}
{'Coin': 'ZEC', 'Profit': 1.0094616275223287, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.70205, 'bid': 59.887950000000004}, 'Bid': {'ask': 60.46, 'bid': 60.46}}
{'Coin': 'ZRX', 'Profit': 1.0108432299270074, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.265662045, 'bid': 0.271028955}, 'Bid': {'ask': 0.274, 'bid': 0.274}}
{'Coin': 'ETH', 'Profit': 1.0096773400528547, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 157.94459999999998, 'bid': 161.1354}, 'Bid': {'ask': 162.71, 'bid': 162.71}}
{'Coin': 'XRP', 'Profit': 1.0102186531231447, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.2941785, 'bid': 0.30012150000000004}, 'Bid': {'ask': 0.30322, 'bid': 0.30322}}
{'Coin': 'BTC', 'Profit': 1.010715511514615, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5430.13515, 'bid': 5539.834849999999}, 'Bid': {'ask': 5599.84, 'bid': 5599.84}}
{'Coin': 'LTC', 'Profit': 1.0101757081774452, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 72.61155, 'bid': 74.07845}, 'Bid': {'ask': 74.84, 'bid': 74.84}}
{'Coin': 'ETC', 'Profit': 1.0110247089284796, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.653395, 'bid': 5.767605}, 'Bid': {'ask': 5.8319, 'bid': 5.8319}}
{'Coin': 'ZEC', 'Profit': 1.0070959176900098, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.64760000000001, 'bid': 59.8324}, 'Bid': {'ask': 60.26, 'bid': 60.26}}
{'Coin': 'ZRX', 'Profit': 1.0106017883211678, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.26572689, 'bid': 0.27109511000000003}, 'Bid': {'ask': 0.274, 'bid': 0.274}}
{'Coin': 'ETH', 'Profit': 1.0098598992257588, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 157.94459999999998, 'bid': 161.1354}, 'Bid': {'ask': 162.74, 'bid': 162.74}}
{'Coin': 'XRP', 'Profit': 1.0095326886901421, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.2941785, 'bid': 0.30012150000000004}, 'Bid': {'ask': 0.30301, 'bid': 0.30301}}
{'Coin': 'BTC', 'Profit': 1.0095028247679079, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5433.95655, 'bid': 5543.733450000001}, 'Bid': {'ask': 5596.92, 'bid': 5596.92}}
{'Coin': 'LTC', 'Profit': 1.0086436597110755, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 72.6462, 'bid': 74.1138}, 'Bid': {'ask': 74.76, 'bid': 74.76}}
{'Coin': 'ETC', 'Profit': 1.0101484172822157, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.661314999999999, 'bid': 5.775685}, 'Bid': {'ask': 5.8349, 'bid': 5.8349}}
{'Coin': 'ZEC', 'Profit': 1.007662025526272, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.682249999999996, 'bid': 59.86775}, 'Bid': {'ask': 60.33, 'bid': 60.33}}
{'Coin': 'ZRX', 'Profit': 1.008704387568556, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.26575065, 'bid': 0.27111935}, 'Bid': {'ask': 0.2735, 'bid': 0.2735}}
{'Coin': 'ETH', 'Profit': 1.0108467766668712, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 158.06834999999998, 'bid': 161.26165}, 'Bid': {'ask': 163.03, 'bid': 163.03}}
{'Coin': 'XRP', 'Profit': 1.0096145603218043, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.294426, 'bid': 0.300374}, 'Bid': {'ask': 0.30329, 'bid': 0.30329}}
{'Coin': 'BTC', 'Profit': 1.0102723413594854, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5436.77805, 'bid': 5546.6119499999995}, 'Bid': {'ask': 5604.18, 'bid': 5604.18}}
{'Coin': 'LTC', 'Profit': 1.008496190348884, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 72.7056, 'bid': 74.17439999999999}, 'Bid': {'ask': 74.81, 'bid': 74.81}}
{'Coin': 'ETC', 'Profit': 1.0093744642918367, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.664285, 'bid': 5.778715}, 'Bid': {'ask': 5.8334, 'bid': 5.8334}}
{'Coin': 'ZEC', 'Profit': 1.0085827946295376, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.62779999999999, 'bid': 59.8122}, 'Bid': {'ask': 60.33, 'bid': 60.33}}
{'Coin': 'ZRX', 'Profit': 1.0081859129162092, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.26569520999999996, 'bid': 0.27106279}, 'Bid': {'ask': 0.2733, 'bid': 0.2733}}
{'Coin': 'ETH', 'Profit': 1.0087220115012847, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 158.8257, 'bid': 162.0343}, 'Bid': {'ask': 163.46, 'bid': 163.46}}
{'Coin': 'XRP', 'Profit': 1.008671653595202, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.2948715, 'bid': 0.3008285}, 'Bid': {'ask': 0.30346, 'bid': 0.30346}}
{'Coin': 'BTC', 'Profit': 1.0091601968513069, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5442.93585, 'bid': 5552.89415}, 'Bid': {'ask': 5604.23, 'bid': 5604.23}}
{'Coin': 'LTC', 'Profit': 1.0099519487453286, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 72.7056, 'bid': 74.17439999999999}, 'Bid': {'ask': 74.92, 'bid': 74.92}}
{'Coin': 'ETC', 'Profit': 1.010808706514485, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.666264999999999, 'bid': 5.780735}, 'Bid': {'ask': 5.8439, 'bid': 5.8439}}
{'Coin': 'ZEC', 'Profit': 1.009830061046032, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.8258, 'bid': 60.0142}, 'Bid': {'ask': 60.61, 'bid': 60.61}}
{'Coin': 'ZRX', 'Profit': 1.0053891519823788, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.26556700499999997, 'bid': 0.270931995}, 'Bid': {'ask': 0.2724, 'bid': 0.2724}}
